customer_id,customer_name,customer_email,support_tickets,avg_resolution_time,critical_tickets_sla_breach,product_renewals,tenure_months,monthly_spend,last_login,total_products,products_transferred_out,avg_load_time,downtime_minutes,product_usage_percent
6860b19b-53c6-44cc-b928-0dd240973b22,Paula Scott,dawnsullivan@example.com,2,49.76,0,3,9,24.87,2025-07-07,1,0,4.18,73,47.4
49598995-815f-4311-8e73-7895db1ce6b3,Laura Tucker,millerjason@example.net,3,38.58,0,3,6,77.58,2025-05-22,2,0,6.29,25,21.7
eb549894-8631-460e-9cfc-88f63bf0c57d,Danny Mason,kimberlystanley@example.com,0,76.86,0,3,16,18.42,2025-07-23,1,0,5.41,60,75.3
13da3a23-6b58-489b-a598-ace901971ede,Mark Villanueva,william44@example.com,1,14.5,0,5,38,16.45,2025-07-15,1,0,0.94,16,81.2
43c9e2f4-de4e-4031-a14b-e8ff361e9196,Lisa Simpson,amandabruce@example.net,2,8.1,1,5,37,43.27,2025-07-16,1,0,6.17,31,61.9
1395b28b-fc93-45f2-a0d7-401b9f018038,Barbara Williams,esparzasara@example.net,2,3.6,2,0,4,20.77,2025-07-30,1,0,1.14,6,50.9
a9763a80-0f51-4f5a-ba6e-d36e5a43aa98,Heidi Caldwell,aprilcarlson@example.net,1,9.46,0,4,11,38.84,2025-07-08,1,0,3.21,37,27.2
560c0233-1690-40dc-b77e-9f6b0aa915fc,Ian Townsend,gibsondiana@example.net,3,4.9,0,2,3,49.9,2025-07-29,4,1,7.14,78,17.2
475d0cf4-2a5b-418c-a460-b4961b05c652,Paul Hoover,sjohnson@example.com,3,3.02,0,4,12,23.84,2025-07-07,1,0,8.23,16,64.8
96056bbc-2651-4f06-aecc-b6658aa96a14,William Brown,deborah48@example.net,1,24.38,1,5,20,52.35,2025-07-28,4,0,1.48,31,42.5
9c13933e-6bdd-4d0a-a587-7f84afd7ba6a,Jonathan Calderon,james05@example.org,2,13.04,2,2,12,86.64,2025-05-28,3,0,2.87,23,67.9
662a7668-47c6-4a0e-90e5-a7c784ada6bf,Justin Richardson,henrynathan@example.com,1,21.95,0,3,13,76.15,2025-06-22,3,0,3.75,0,82.7
c1ff0b33-357f-428b-a84d-99a8501ed39b,Barbara Baker,rebeccadavila@example.net,4,7.14,1,2,12,78.35,2025-07-05,3,0,1.13,71,86.6
d99d60b8-a58f-4260-aa56-ac2451360f8b,Erica Raymond,hallpatrick@example.org,2,32.54,1,4,27,30.06,2025-06-29,3,1,2.42,49,84.8
b9d8b56f-b674-415e-aa91-7e47182ab4ae,James Rodriguez,gallaghertony@example.net,4,8.16,2,2,9,55.29,2025-07-27,8,2,2.1,16,43.6
60ca4254-eda4-436e-9c68-233980c1bc10,Tracey Nguyen,nicholeflynn@example.com,1,8.6,0,1,8,42.62,2025-06-25,2,0,10.97,2,41.2
08fbfa15-63c6-4900-99ed-076b86ef6dd4,Deborah Gonzales,leslie96@example.net,2,38.99,0,1,9,36.79,2025-07-30,1,0,0.64,12,59.4
53a53617-c3f4-4b6d-9f03-0b1d7efc6e38,Danielle Vaughn,matthew72@example.org,2,23.63,1,4,17,123.04,2025-05-19,3,0,4.54,22,72.4
6118ae63-a19f-4fd8-a503-2c72a7aa4abc,Susan Hill,danielmary@example.net,2,11.74,0,4,38,5.0,2025-06-29,1,0,1.76,8,91.5
0fa93063-292a-4091-9640-c98e2ecfe83a,Catherine Smith,miguelwilliams@example.org,2,22.55,0,4,39,30.88,2025-04-25,1,0,2.46,53,84.2
8262b13b-7c83-47d5-aa02-ebecb7b63a2d,Morgan Woods,ginaross@example.org,0,28.42,0,5,20,33.92,2025-07-21,5,0,7.27,10,84.7
87f1f092-0e4f-436d-877d-20e24c6271e7,Zachary Thomas,williamvaldez@example.com,1,64.2,0,4,48,23.92,2025-04-28,1,0,3.48,6,24.7
0ed9e06f-d00e-4470-9402-8ed274b59094,Stephanie Walker,ruizjoshua@example.net,3,27.12,1,0,1,13.09,2025-07-22,1,1,2.19,5,20.1
13053401-a428-4785-a31f-4bacab072981,Julie Lam,bwalker@example.net,3,8.26,1,5,13,26.87,2025-08-01,1,0,4.61,38,76.2
0397a7a0-92f9-4a93-812c-3aea443b1a5f,Patricia Roberts,dfoster@example.net,0,32.96,0,3,32,29.72,2025-07-29,2,0,1.47,23,29.6
485583a6-910c-4a24-8f03-6b027988a2c2,Vicki Flores,shancock@example.org,3,46.93,3,3,8,14.68,2025-07-15,1,0,1.78,35,67.6
e5850e24-2f57-475e-83c7-1c88c57dc662,Michael Brown,scott01@example.org,3,6.98,0,3,12,10.41,2025-07-29,1,0,2.88,10,52.8
127da2d6-80ca-43e6-9827-0acf99e4cb6a,Christopher Perry,michael38@example.net,2,49.48,1,1,6,10.02,2025-07-05,1,0,4.38,15,30.4
7176062e-53d6-44fc-80a3-6cc15447fe3f,Lawrence Crawford,lblair@example.net,2,18.01,0,4,6,30.59,2025-07-10,3,0,2.9,67,49.5
5eed9a82-8e9e-45cc-a278-c0de87278fb2,Anthony Warren,elizabeth02@example.org,3,47.21,1,2,12,20.37,2025-07-25,1,0,1.21,12,18.0
8a1002a8-4529-411f-9514-ef1c48a36918,Tammy Franco,rharris@example.com,1,7.16,0,0,1,75.42,2025-07-22,1,0,1.39,69,46.4
f7e261d0-7ee1-48b8-adfd-33bf84dad59e,Sean Mcdonald,afowler@example.com,0,9.7,0,3,11,21.92,2025-07-16,1,0,4.42,101,96.1
85b59cd8-3007-471b-937c-82163a20266c,Brandon Ramos,josephmcconnell@example.net,2,88.49,1,4,19,25.54,2025-07-23,1,0,1.48,0,79.9
7271707f-8f6e-4e80-aa52-a31d74e67c5f,Diana Lee,emily53@example.org,1,28.31,1,0,3,32.39,2025-07-20,1,0,4.76,20,17.7
cac08958-6115-490a-90b1-54ed278a22eb,Andrea Ayers,hansentiffany@example.org,1,39.13,0,2,26,49.63,2025-07-22,1,0,6.53,29,26.4
02ea2076-0f6d-44b7-aa7c-b927bfb68151,Rick Rodriguez,zrobertson@example.net,2,33.58,0,0,5,18.77,2025-07-12,1,0,1.31,0,73.7
c72470d7-a2c0-4ab8-b1ca-b1c05aac3e48,Pamela Graham,mbrown@example.org,0,5.48,0,3,14,66.77,2025-07-15,4,1,1.15,12,55.7
cab237e3-c461-4d9b-b129-5c5bcb7b3ecf,Johnny Lee,jeremy67@example.org,2,18.32,0,1,11,63.85,2025-07-19,3,1,2.11,0,72.0
43b6a91b-8672-4594-9680-b439bfb38c6c,David Johnson,gjones@example.com,2,47.67,0,4,18,11.55,2025-06-25,2,0,6.75,28,20.2
ff39faf1-86d6-4a51-8dc2-1c8f7701d461,Angel Ho,gonzalezchristopher@example.org,0,26.98,0,1,3,11.5,2025-07-11,3,0,7.39,18,59.8
26769f03-74ad-45f8-9ff2-b38af576565b,Matthew Payne,gregory11@example.com,1,1.0,0,1,9,23.5,2025-07-20,1,0,3.12,9,71.6
c1c7d993-60be-4242-a292-746760449e4c,Todd Cross,bhickman@example.com,0,2.2,0,4,14,91.57,2025-06-25,4,0,3.57,45,39.0
ee79dae0-9403-45e7-94bd-919b910490ba,Jessica Carter,perryclifford@example.com,1,11.24,1,4,13,52.42,2025-07-01,5,0,6.12,23,53.0
7ab2d2b4-768c-4f60-a781-076580df83bf,Brian Lambert,ubennett@example.com,7,117.87,2,3,9,119.87,2025-07-31,5,0,1.69,12,54.4
